ID,日本語名,英語名,タイプ,国,4軸,次数,接続先（上位5）,定義（100字）,追加接続先（手動入力）
SCS-0095,重要人員リンケージ,Key Personnel Linkage,mechanism,CN,"ガバナンス, インセンティブ設計",0,,企業の法定代表者、主要人員、実際の支配者の個人社会信用ファイルが企業のCSCSファイルと連動する仕組み。企業制裁時に個人も制裁対象となりうる。,
SCS-0096,アルゴリズム説明責任,Algorithmic Accountability,theory,CN,"データフロー, ガバナンス",0,,機械生成の推薦の公正性・正確性を検証することの本質的困難に関する概念。AIが規制判断を補完する際の主要懸念事項。,
SCS-0103,市場ベース執行メカニズム,Market-based Enforcement Mechanism,mechanism,CN,"ガバナンス, インセンティブ設計",0,,刑事訴追に依存せず、市場のツールを用いて経済的不正行為を罰する代替執行メカニズム。司法制度の限界を補完。,
SCS-0104,省庁間データサイロ解消,Inter-agency Data Silo Elimination,mechanism,CN,"データフロー, ガバナンス",0,,CSCS政策による省庁間・地域間のデータ分断の解消。複数の政府機関・市場規制当局が関連記録を国家的CSCSファイルに提供。,
SCS-0122,業界団体信用格付け,Industry Association Credit Grades,mechanism,CN,"インセンティブ設計, 官民関係",0,,業界団体・商工会議所が会員企業に対して発行するPCIベースの格付け。基本情報、競争力、経営能力、財務力、PCI（最重要、30%）の5カテゴリで評価。,
SCS-0123,業界自主規制,Industry Self-governance,theory,INTL,"ガバナンス, 官民関係",0,,業界団体が低格付け企業にパフォーマンス改善を求める圧力をかけ、格付けを一般公開する仕組み。政府主導規制を補完。,
SCS-0124,531X総合信用格付けシステム,531X Comprehensive Credit Rating System,data_system,CN,"データフロー, ガバナンス",0,,5つの対象（個人、企業、社会組織、機関、政府機関）を格付けし、3つのメカニズム（信用標準、信用規制、信用罰則）を1つの統一システムに組み合わせる格付けシステム。,
SCS-0130,人的要因脆弱性,Human Factor Vulnerability,phenomenon,CN,ガバナンス,0,,CSCSファイルの記録が自動生成ではなく人間の検査・判断に依存するため、公平性・正確性のリスクが存在する問題。検査官は何を追及するかについて相当な裁量を持ち、この曖昧さは中国の未発達な法制度と規制裁量,
SCS-0133,全国都市信用状況監視システム,National Urban Credit Situation Monitoring System,data_system,CN,"データフロー, ガバナンス",0,,CSCS データを分析し、中央指導部にどの地域が中央のKPIに最も準拠していないかをトップダウンで把握させるシステム。これにより北京は、中央の指令に従わない、または管轄区域を中央の要求に沿わせる能力が,
SCS-0134,世界信用格付集団,Universal Credit Ratings Group,actor,CN,官民関係,0,,中国の大公国際資信評価、ロシアのRusRating、米国企業が協力して香港に設立した信用格付機関。ビッグスリー（ムーディーズ、S&P、フィッチ）が新興国に対して体系的に偏見を持ち、米国・EU系顧客を優,
SCS-0139,インターネット＋監督システム,Internet Plus Supervision System,data_system,CN,"データフロー, ガバナンス",0,,2015年の「インターネット＋」行動に関する国務院指導意見に基づく監督システム。湖北省などで地方版が構築され、政府サービスプラットフォームと連携してCSCSデータを活用した規制監督を行う。,
SCS-0157,データ分析層,Data Analytics Layer,mechanism,CN,"データフロー, インセンティブ設計",0,,集約されたデータを評価・スコアリングする層。信用格付け、リスク評価、行動予測を行い、報酬・制裁の判断根拠を提供。,
SCS-0173,企業誠信管理体系,Enterprise Sincerity Management System,policy,CN,"官民関係, ガバナンス",0,,企業内部の信用管理システム構築。誠信承諾活動、取引先信用評価、売掛金管理、信用リスク防止、信用監督員設置、従業員誠信評価等を含む。,
SCS-0179,データ自己 vs 生身の自己,Data Self vs Bio Self,theory,INTL,"データフロー, インセンティブ設計",0,,SCSにおける個人の二重性。「データ自己」はシステム上の信用記録・スコアとして表象される自己、「生身の自己」は実際の人間。両者の乖離が不公正の原因となりうる。,
SCS-0181,脱文脈化された評価,Decontextualized Evaluation,phenomenon,INTL,"データフロー, インセンティブ設計, ガバナンス",0,,データに基づく信用評価が、行為の文脈（動機、状況、意図）を捨象して行われる問題。数値化された記録のみで判断することの限界。,
SCS-0192,外国企業への便益,Foreign Company Benefits,phenomenon,CN,官民関係,0,,SCSが意図通り機能した場合に外国企業が得られる潜在的便益。市場の透明性向上、取引相手の信頼性評価の容易化、不正行為の減少等。,
SCS-0193,中央計画・地方実験モデル,Central Planning Local Experiments Model,mechanism,CN,"官民関係, ガバナンス",0,,SCS実装における中央政府の総合計画と地方政府の多様な実験が並行する構造。中央がフレームワークを設定し、地方が具体的な実装方法を試行錯誤する。,
SCS-0208,部門間情報共有,Information Sharing Between Departments,mechanism,CN,"データフロー, ガバナンス",0,,政府各部門間での情報共有基盤の構築。SCS全国展開の基礎となる。,
SCS-0209,官民技術依存関係,Government-Commercial Dependency,phenomenon,CN,官民関係,0,,SCS展開における政府機関の民間企業への技術依存。Alibaba・Tencentなどの技術力に依存。,
SCS-0217,専制権力,Despotic Power,theory,CN,ガバナンス,0,,威権国家が直接的強制力を通じて社会を統制するハードパワー。SCSはこれとは異なるアプローチ。,
SCS-0218,基礎権力,Infrastructural Power,theory,CN,"データフロー, ガバナンス",0,,国家が社会に浸透し、政策を実施する能力。SCSはこの「基礎権力」の具体的表現として機能。,
SCS-0219,少数を制御し多数を制御,Control Minority to Control Majority,mechanism,CN,"官民関係, ガバナンス",0,,少数の企業・個人を統制することで大多数の人民を間接的に制御する戦略。アリババ等への統制がその典型。,
SCS-0220,利益カード戦略,Benefits Card Strategy,mechanism,CN,インセンティブ設計,0,,SCSの便益を強調し、国民の支持を獲得する戦略。調査では80%がSCSを支持。,
SCS-0222,ビッグデータ社会実験室,Big Data Social Laboratory,theory,CN,データフロー,0,,中国SCSを国民のプライバシーと個人情報が蓄積された巨大な社会実験室として捉える見方。,
SCS-0224,80%の国民支持,80% Public Support,phenomenon,CN,インセンティブ設計,0,,2018年MERICS調査で80%の中国人がSCSを支持。富裕層・高学歴・都市部居住者ほど支持率が高い。,
SCS-0225,馬雲の共産党員資格,Jack Ma CCP Membership,phenomenon,CN,官民関係,0,,アリババ創設者の馬雲が中国共産党員であることが報道され、政府との関係がより密接になった事例。,
SCS-0227,ゲーム化された服従,Gamified Obedience,theory,CN,インセンティブ設計,0,,ポイント報酬システムを装った社会統制手法。恐怖によるトップダウン統制ではなく、服従をゲームのように感じさせるパラダイムシフト。,
SCS-0230,制度を超越する官僚,Officials Above the System,phenomenon,CN,ガバナンス,0,,政府高官が信用スコアシステムの対象外となる可能性。不正行為がスコアに反映されない特権層の存在。,
SCS-0236,国家信用管理システム1999,National Credit Management System 1999,policy,CN,"データフロー, ガバナンス",0,,1999年朱鎔基首相が中国科学院に委託した研究。腐敗市場行動への解決策として全国からデータを統合する中央集権システムを提唱。,
SCS-0237,睢寧県パイロット2009,Suining County Pilot 2009,policy,CN,インセンティブ設計,0,,江蘇省睢寧県で2009年導入。個人に1000点を付与し、行動に基づきポイント増減。A-Dの等級が雇用・許可・政府支援に影響。,
SCS-0238,南京社会信用カード2016,Nanjing Social Credit Card 2016,policy,CN,インセンティブ設計,0,,2016年南京で導入。高スコア者に割引や金融機関優遇を提供。献血意欲や勤勉さが評価基準。,
SCS-0239,最高人民法院債務者ブラックリスト2013,Supreme Court Debtor Blacklist 2013,mechanism,CN,"データフロー, インセンティブ設計",0,,2013年設立。債務不履行者の氏名・ID番号を公開。高級消費（旅行・ホテル等）を制限。2017年までに880万人が登載。,
SCS-0240,モデル都市イニシアチブ2017,Model Cities Initiative 2017,policy,CN,"インセンティブ設計, ガバナンス",0,,2017年に12都市をモデル都市に指定。榮成市は142政府部門の協働で数百の正負要因を統合したスコアリングを実施。,
SCS-0250,規制のジャングル,Regulatory Jungle,phenomenon,CN,ガバナンス,0,,何千もの文書が省庁・地方政府のウェブサイトに散在し、中央集権的な保管庫がない状態。システムの不透明さの原因。,
SCS-0252,一度失信すれば処処制限,Once Untrustworthy Restrictions Everywhere,mechanism,CN,インセンティブ設計,0,,「一処失信、処処受限」の原則。一箇所での信用失墜が複数機関による連合制裁を引き起こす。,
SCS-0253,対象グループの分布,Target Group Distribution,phenomenon,CN,"官民関係, ガバナンス",0,,SCS文書の対象：企業73.3%、政府機関13.3%、個人10.3%、社会組織3.3%。企業が主要ターゲット。,
SCS-0256,運動型執行,Campaign-Style Enforcement,mechanism,CN,"インセンティブ設計, ガバナンス",0,,SCSは政策優先事項の変化に応じて焦点とサンクション権限をシフトできる柔軟性を持つ。COVID-19対応でも迅速に展開。,
SCS-0257,人的依存型実装,Human-Centric Implementation,phenomenon,CN,データフロー,0,,SCSはAI・ビッグデータの謳い文句にも関わらず、実際はExcelやWeChatアプリレベルの低レベルデジタル化に依存。人的判断が中心。,
SCS-0258,市民スコアリングの低参加率,Municipal Scoring Low Participation,phenomenon,CN,"データフロー, インセンティブ設計",0,,都市別スコアリングの参加率：厦門5%、蕪湖1.5%、杭州15%。スコアは都市間で共有されず、基準も異なる。,
SCS-0262,地域実装の差異,Regional Implementation Differences,phenomenon,CN,ガバナンス,0,,上海と寧波など地理的に近い都市でも焦点分野が大きく異なる。経済発展地域ほど文書公開数が多い。,
SCS-0268,ビッグデータ委員会,Big Data Commission,actor,CN,"データフロー, ガバナンス",0,,City Zで2016年に独立政府機関に昇格。情報共有プラットフォームを管理し、667の政府機関がデータをアップロード。,
SCS-0271,分類分級監督,Classified and Hierarchical Supervision,mechanism,CN,"インセンティブ設計, ガバナンス",0,,食品・医薬品安全管理で2015年から採用されたアプローチ。スコアに応じて監督頻度を差別化。,
SCS-0272,信易貸,Xinyi Loan,mechanism,CN,"インセンティブ設計, 官民関係",0,,2020年City Zが銀行と連携して開始したオンライン優遇ローン。企業が「信用」を担保として使用可能。不動産担保なしの中小企業に有効。,
SCS-0274,足を引きずるビッグブラザー,Hobbling Big Brother,phenomenon,CN,ガバナンス,0,,モデル都市でさえ改革目標を達成できていない現状。SCSは順調に機能しておらず「足を引きずっている」状態。,
SCS-0276,規範的装置vs規制的装置,Normative vs Regulative Apparatus,theory,INTL,"インセンティブ設計, ガバナンス",0,,SCSの二面性：(1)「良き市民」と社会道徳を奨励する規範的装置、(2)「逸脱行動」を規律し社会管理を執行する規制的装置。,
SCS-0279,地理的分布パターン,Geographic Distribution Pattern,phenomenon,CN,ガバナンス,0,,実施済みSCSは江蘇・浙江・山東等の沿岸省に集中。西部中国はまだ設計・計画段階。人口と経済パフォーマンスに関連。,
SCS-0280,指標のばらつき,Indicator Variation,phenomenon,CN,"データフロー, インセンティブ設計",0,,都市間で指標数が大きく異なる。汝州市は200以上の予測因子、江陰・濮陽は37・28指標のみ。統一された社会信用スコア定義がない。,
SCS-0281,アルファベットvs名称ラベル,Alphabetic vs Named Labels,mechanism,CN,インセンティブ設計,0,,43都市中25都市がAAA-Dのアルファベットラベル、残りが「優秀・良好・普通・不良・リスク」等の名称ラベルを使用。,
SCS-0282,カットオフポイントの不一致,Cut-off Point Inconsistency,phenomenon,CN,インセンティブ設計,0,,同じ基本スコア・カテゴリ数でも閾値が異なる。漯河で1100点はAAAだが、楡林では同点数でAに分類。,
SCS-0283,信訪ペナルティ,Xinfang Penalty,mechanism,CN,"インセンティブ設計, ガバナンス",0,,榮成市では17の信訪関連活動（北京への陳情、信訪機関への滞在、オンライン信訪システムでの繰り返し苦情等）で10-50点減点。,
SCS-0284,誤情報ペナルティ,Misinformation Penalty,mechanism,CN,インセンティブ設計,0,,榮成市ではデジタルメディアでの誤情報拡散で20-50点減点。綏芬河・五蓮・二連浩特・汝州もWeChatでの誤情報拡散を減点対象に。,
SCS-0285,社会管理の優位性,Social Management Dominance,phenomenon,CN,ガバナンス,0,,社会管理カテゴリが減点行動全体の42%を占め、SCSが従来の信用報告を超え社会管理システムとして機能していることを示す。,
SCS-0286,データ化された主体,Datafied Subjects,theory,CN,データフロー,0,,国家がデータ処理者になり、市民がデータ化された主体として再構成される。測定・比較・統治が可能な存在へ。,
SCS-0288,3段階ブラックリスト,Three-Level Blacklisting,mechanism,CN,インセンティブ設計,0,,違反の重大度により3段階に分類。Level 1: 3年公開（早期除去不可）、Level 2: 6ヶ月-3年（条件付き早期除去可）、Level 3: 3ヶ月-1年（条件付き早期除去可）。,
SCS-0290,2024-2025年CSCS行動計画,2024-2025 CSCS Action Plan,policy,CN,ガバナンス,0,,2024年5月20日NDRC発行。社会信用建設法の公布加速を目指す。Draft CSCS Lawは2022年11月公開後、進展なし。,
SCS-0291,懲戒措置基本リスト2024,List of Disciplinary Measures 2024,policy,CN,"インセンティブ設計, ガバナンス",0,,2022年12月28日NDRC・PBOC共同発行、2024年2月18日施行。34ページにわたり懲戒措置をトリガーする違反行為を列挙。,
SCS-0295,県級以上機関の管轄権,County-Level Authority Jurisdiction,mechanism,CN,ガバナンス,0,,県級以上の国家機関および公務管理機能を持つ組織がリスト登載を決定。業界団体・商工会議所への権限委譲も可能。,
SCS-0296,公務員への1000万元罰金,RMB 10 Million Fines for Officials,mechanism,CN,ガバナンス,0,,Draft CSCS Lawは義務違反の政府職員に最大1000万元の罰金を規定。SCS運用の内部統制メカニズム。,
SCS-0299,習近平信頼ドクトリン,Xi Jinping Trust Doctrine,policy,CN,"インセンティブ設計, ガバナンス",0,,「信頼できる者には全てを便利に、信頼できない者には一歩も動けないように」という習近平の設計思想。,
SCS-0301,江蘇省5色評価,Jiangsu Five-Color Rating,mechanism,CN,インセンティブ設計,0,,江蘇省の環境信用評価。0-12点のスコアに基づき緑（11-12）、青（6-10）、黄（3-5）、赤（1-2）、黒（0）の5色を付与。初期スコアは9点。,
SCS-0302,環境差別電力料金,Environmental Differential Electricity Pricing,mechanism,CN,インセンティブ設計,0,,2015年12月江蘇省が全国初で導入したパイロット。赤・黒評価の高汚染企業に追加電力料金を課す。,
SCS-0304,環境汚染賠償責任保険,Environmental Pollution Liability Insurance,mechanism,CN,"インセンティブ設計, 官民関係",0,,良好な環境信用企業は優遇保険料、低信用企業は料率上昇という差別化された保険制度。,
SCS-0306,ドイツの経済依存,German Economic Dependency,phenomenon,"CN,EU",官民関係,0,,ドイツGDPの3%が中国市場に関連。平均的ドイツ企業は収入の7%、DAX企業は15%を中国から得る。VWはニーダーザクセン州が20%株式保有。,
SCS-0308,信頼はプライバシーに優先,Trust Trumps Privacy,phenomenon,CN,"データフロー, ガバナンス",0,,中国社会では信頼欠如と利益最大化のための非倫理的行為が問題視され、これがプライバシー懸念に優先。安全保障機関は既にデータにアクセス可能という認識。,
SCS-0309,サイバー一帯一路イニシアチブ,Cyber Belt and Road Initiative,policy,CN,"データフロー, 官民関係",0,,SCSの技術基盤が一帯一路と連動し、中国のデータインフラを国際的に拡張する可能性。,
SCS-0311,AEO共同インセンティブプログラム,AEO Joint Incentive Programme,policy,CN,"インセンティブ設計, ガバナンス",0,,2016年10月開始。約40省庁が参加し、認定優良企業（ACE）に49の便宜措置を提供。約3000社のACEが国の輸出入額の33.1%を占める。,
SCS-0312,AJI6カテゴリ,Six AJI Categories,mechanism,CN,インセンティブ設計,0,,49便宜措置の6分類：(1)緑道（迅速許認可）、(2)少検査、(3)優先処理、(4)簡素化手続、(5)主要参照ベンチマーク、(6)パイロット改革参加権。,
SCS-0315,国境機関間の相互認証,Mutual Recognition Among Border Authorities,mechanism,CN,"官民関係, ガバナンス",0,,信用証明書の相互認証に基づき、国境機関間の相互信頼を反映。異なるプログラム・管理措置を調整し、通関を効率化。,
SCS-0316,個人信用報告書3バージョン,Three Personal Credit Report Versions,mechanism,CN,データフロー,0,,3種類の報告書：(1)信用供与機関版（銀行・保険・証券用）、(2)個人版（本人の知る権利用）、(3)国家機関版（政府・司法調査用）。,
SCS-0317,5年間の不利情報保存,Five-Year Adverse Information Retention,mechanism,CN,データフロー,0,,個人信用報告書の不利情報は、不利行為・事象の終了日から5年間保存。正の情報は信用資産として常時表示。,
SCS-0320,最高人民法院不誠実者ウェブサイト,Supreme Court Dishonest Persons Website,data_system,CN,"データフロー, インセンティブ設計",0,,2013年末開設。氏名とID番号を公開。開設2週間で18万回アクセス、その後880万人の債務不履行者が登録。,
SCS-0321,高額消費制限,High-Expenditure Consumption Restriction,mechanism,CN,インセンティブ設計,0,,不誠実者は「高額消費」「通常生活・事業維持に不要な消費」を制限。国内線、高速鉄道、3つ星以上ホテル、高級私立学校への子供入学が対象。,
SCS-0322,870万回の飛行阻止,8.7 Million Flight Blocks,phenomenon,CN,インセンティブ設計,0,,880万人の債務不履行者が合計870万回の飛行を阻止され、340万枚の高速鉄道チケットを拒否された。,
SCS-0324,四川省電話メッセージ羞辱,Sichuan Phone Message Shaming,mechanism,CN,インセンティブ設計,0,,2017年8月、四川省の裁判所が20人の債務不履行者の電話に録音メッセージを残し始めた公的羞辱手法。,
SCS-0325,整形手術による回避試行,Plastic Surgery Evasion Attempt,phenomenon,CN,インセンティブ設計,0,,ある債務不履行者は当局の検出を逃れるため整形手術を受けた。別の者はファーストクラス搭乗で1.5万ドルの罰金。,
SCS-0326,2018年移動制限統計,2018 Travel Restriction Statistics,phenomenon,CN,インセンティブ設計,0,,2018年、航空券購入が1750万回、列車チケットが550万回ブロック。128人が未払い税金で出国禁止。29万件で管理職就任・法定代理人就任が阻止。,
SCS-0328,社会貢献ポイント獲得,Pro-Social Point Earning,mechanism,CN,インセンティブ設計,0,,ボランティア活動、献血など「親社会的」行動でポイント獲得可能。光熱費割引やホテル予約時の特典などの金銭的メリットに。,
SCS-0329,行為特定型データ入力,Act-Specific Data Entry,mechanism,CN,データフロー,0,,システムはあらゆる情報を収集するのではなく、罰金や裁判判決があった特定の行為に関する情報のみが登録される。,
SCS-0330,古い酒と新しい瓶,Old Wine New Bottle,theory,CN,"データフロー, ガバナンス",0,,SCSは「古い酒と新しい瓶」。古い酒＝規制レベル（永続的問題を解決する通常の規制法）、新しい瓶＝技術レベル（IT発展による信用工学の容易化）。,
SCS-0336,中国国民の高い支持,High Chinese Public Support,phenomenon,CN,ガバナンス,0,,海外の懸念とは対照的に、中国国民のSCSへの支持は高いと報告されている。,
SCS-0338,RegTechプロジェクト,RegTech Project,theory,CN,"データフロー, ガバナンス",0,,CSCSは政府がビッグデータを使い企業を評価し、評価結果に応じて監督を調整するRegTech（規制技術）プロジェクト。,
SCS-0340,国有企業ESGリーダーシップ,SOE ESG Leadership,phenomenon,CN,官民関係,0,,上場国有企業の50%以上がESGレポートを開示、非国有企業は21%のみ。国家主導のESG発展の証拠。,
SCS-0348,10年間判決未執行問題,Decade-Long Judgment Enforcement Problem,phenomenon,CN,ガバナンス,0,,債務者の所在不明や資産なしにより、裁判所の判決が長期間（例:10年）執行できない問題。従来の強制執行手段（資産凍結・強制売却）では対応困難。,
SCS-0349,テクノロジー活用債務回収,Technology-Assisted Debt Collection,mechanism,CN,"データフロー, インセンティブ設計",0,,裁判所がテクノロジー（信用スコアリングシステム等）を活用して債務不履行者に履行圧力をかける手法。従来の資産差押えでは対応困難なケースに有効。,
SCS-0350,守信連合インセンティブ,Joint Incentives for Trustworthiness,mechanism,CN,"ガバナンス, インセンティブ設計",0,,信用の高い主体に対する複数機関・部門による共同優遇措置。行政手続きの簡素化、グリーンチャネル、優先処理などを含む。,
SCS-0355,リスクベース価格設定原則,Risk-Based Pricing Principle,mechanism,CN,"インセンティブ設計, 官民関係",0,,金融機関が失信主体に対して融資金利・保険料率の引き上げやサービス制限を行う原則。信用状態に応じた差別的取扱い。,
SCS-0356,業界自律協定,Industry Self-Discipline Agreements,mechanism,CN,"官民関係, ガバナンス",0,,業界団体・商工会議所による自律協定と職業倫理規範の策定。会員企業の信用評価・格付け、違反者への警告・除名等の措置。,
SCS-0357,企業状態確認機能,Enterprise Status Verification,mechanism,CN,データフロー,0,,NECIPSを通じた企業の存続状態確認。「存続中」「取消（営業許可取消）」「抹消（登記抹消）」等の状態を即時確認可能。,
SCS-0358,中国飛行禁止リスト,China No-Fly List,mechanism,CN,"インセンティブ設計, ガバナンス",0,,複数政府部門が共同発表した飛行禁止リスト。「低信用スコア」ではなく、特定の法律違反や義務不履行に基づく。航空関連不正行為と他分野の「失信」の2カテゴリ。,
SCS-0359,航空関連不正行為カテゴリ,Air Travel Misconduct Category,mechanism,CN,インセンティブ設計,0,,飛行禁止リストの第1カテゴリ。爆弾予告、コックピット突入、乗務員脅迫、機内窃盗など。最大1年間の飛行禁止。警察の行政処分または刑事訴追が要件。,
SCS-0360,非航空失信カテゴリ,Non-Aviation Untrustworthiness Category,mechanism,CN,"インセンティブ設計, ガバナンス",0,,飛行禁止リストの第2カテゴリ。航空安全と無関係な不正行為でも飛行禁止となる。民間航空当局が他部門の法執行要求への圧力手段として飛行禁止を適用。,
SCS-0361,跨部門執行圧力,Cross-Department Enforcement Pressure,mechanism,CN,"インセンティブ設計, ガバナンス",0,,ある部門の法執行要求を、別部門（民間航空当局）の制限措置（飛行禁止）で強制する仕組み。署名部門ごとに禁止根拠が規定。,
SCS-0362,データ自己 vs 生体自己,Data Self vs Bio-Self,theory,INTL,"データフロー, ガバナンス",0,,SCSが完全統合された場合、国家が慎重に形成した「データ自己」が「生体自己（実際の人間）」を支配する状態に至る概念。,
SCS-0368,AI標準競争,AI Standards Competition,phenomenon,CN,ガバナンス,0,,AI等の分野で標準設定をめぐる競争が激化。社会の利益のためにこれらの技術を使用し、抑圧目的での使用を防止する規範の合意が必要。,
SCS-0370,政治的決定としてのSCS導入,SCS Adoption as Political Decision,theory,CN,"官民関係, ガバナンス",0,,SCS類似システムの導入は政治的決定である。健全なチェック・アンド・バランス、市民が懸念を表明する場、人権を尊重した意思決定メカニズムが必要。,
SCS-0373,情報開示による規制,Regulation Through Disclosure,mechanism,CN,"データフロー, インセンティブ設計",0,,西洋から適用された主要概念。企業の規制情報を公開することで消費者の情報に基づく判断を支援し、企業のコンプライアンスにインセンティブを与える。,
SCS-0377,NECIPS重大違法失信企業名単,NECIPS Serious List,mechanism,CN,"データフロー, インセンティブ設計",0,,3年間継続して適正に開示しない、詐欺により登記が取り消された、2年以内に重大市場違反で3回以上処罰された企業が対象。重点監督の対象となり、法定代表者は3年間他企業の同職に就けない。,
SCS-0382,プリンシパル-エージェント問題緩和,Principal-Agent Problem Alleviation,theory,CN,"インセンティブ設計, ガバナンス",0,,SCSによる監督動機の向上がチェック・アンド・バランスを形成し、プリンシパル-エージェント問題を緩和。経営者の機会主義的行動を抑制し過剰投資を減少。,
SCS-0385,官民データ連結,Public-Private Data Linkage,mechanism,CN,"データフロー, 官民関係",0,,SCSの中核計画。中国全土の金融・社会行動に関する公的データと民間データを連結する構想。,
SCS-0387,執行難,Enforcement Difficulty (Zhixing Nan),phenomenon,CN,ガバナンス,0,,中国の法改革における主要課題。民事判決執行、知的財産権、環境保護、食品安全など多領域で効果的な法的・規制的実施・執行・遵守の確保が困難。,
SCS-0388,テクノロジー駆動型社会統制ツール,Technology-Driven Social Control Tools,mechanism,CN,"データフロー, ガバナンス",0,,伝統的な国家・社会統治手段を補完するために開発された、技術駆動型の新しい統制ツール。SCSはその代表例。,
SCS-0390,保甲制度の類推,Baojia System Analogy,theory,CN,ガバナンス,0,,明清時代の集団的自己統治形態。中央国家が限られた能力を克服するために臣民を動員。SCSも同様のロジックをIT技術で実現。,
SCS-0391,SCSの「社会」的側面,Social Dimension of SCS,theory,CN,"インセンティブ設計, 官民関係",0,,SCSの「社会」は社会構成員が国家の直接介入なしに相互にインセンティブを創出し、望ましい行動を促すことを意味する。情報収集と執行の両面で民間の支援を獲得。,
SCS-0406,自動制裁不在の発見,No Automated Sanctions Finding,phenomenon,CN,"データフロー, ガバナンス",0,,Trivium Chinaのケンドラ・シェーファーによる調査結果。中国でのデータ収集が人間の介入なしに自動的な制裁につながった事例は1つも発見できなかったという知見。,
SCS-0410,信用スコアベース監督,Credit Score-Based Supervision,mechanism,CN,"インセンティブ設計, ガバナンス",0,,企業の公的信用スコアに基づき、異なる監督レベルを適用する新メカニズム。高評価企業は監督が軽減され、低評価企業は警告と頻繁な検査を受ける。,
SCS-0411,中国会社法第5条,Chinese Company Law Article 5,policy,CN,ガバナンス,0,,2006年中国会社法の規定で、すべての企業に「社会的責任を負う」ことを明示的に要求。西側諸国のCSRアプローチとは異なる国家主導・トップダウン型の特徴を示す。,
SCS-0413,連合執行スキーム,Joint Enforcement Scheme,mechanism,CN,"データフロー, ガバナンス",0,,政府機関横断的な連合執行体制。すべてのコンプライアンス情報が一元化され、全政府機関によって集団的に執行される「コンプライアンス2.0」の仕組み。,
SCS-0414,企業監督のための規制技術,RegTech for Corporate Supervision,mechanism,CN,"データフロー, ガバナンス",0,,政府がビッグデータを使用して企業を評価し、評価結果に応じて監督をカスタマイズする規制技術プロジェクト。個別調整された政府監督を実現する。,
SCS-0416,共同富裕寄付,Common Prosperity Donations,phenomenon,CN,"インセンティブ設計, 官民関係",0,,党の「共同富裕」推進の呼びかけに応じて、アリババ、テンセント等の中国テック大手が数百万ドル規模の寄付を行った現象。社会的責任ポイントを高め、行政負担を軽減する効果。,
SCS-0434,クレジットヒストリーギャップ問題,Credit History Gap Problem,phenomenon,CN,"データフロー, インセンティブ設計",0,,クレジットヒストリーがなければ融資を受けられないが、融資を受けなければクレジットヒストリーも生まれないという堂々巡りの問題。金融包摂の障壁となっていた。,
SCS-0442,睢寧県信用スコア制度,Suining County Credit Scoring System,mechanism,CN,"データフロー, インセンティブ設計, ガバナンス",0,,2010年に江蘇省徐州市睢寧県が導入した先駆的な住民信用スコア制度。14歳以上全市民対象、1000点満点でA〜D級に区分。入学・雇用・昇進等で優遇/制限。法的根拠なく世論の批判を受け一部撤回。,
SCS-0443,大衆信用管理試行弁法,Mass Credit Management Trial Measures,policy,CN,"インセンティブ設計, ガバナンス",0,,2010年に睢寧県が施行した住民信用管理規定。銀行融資返済、納税、社会保険支払い、家庭内暴力、邪教活動参加等を点数化。法的根拠の欠如から批判を受けた。,
SCS-0460,自己修正社会奨励機構,Self-Correction Social Encouragement Mechanism,mechanism,CN,インセンティブ設計,0,,過去の軽微な失信行為を悔い改めた者に対する保護と再起支援の仕組み。特に未成年の失信行為に対する教育機構を重点とする。,
SCS-0462,信用管理学科,Credit Management Discipline,phenomenon,CN,ガバナンス,0,,信用管理を専門とする学問分野。大学での専攻設置、大学院での研究方向開設、職業資格研修制度の整備を推進。,
SCS-0463,農村信用体系建設プロジェクト,Rural Credit System Construction Project,policy,CN,"データフロー, インセンティブ設計",0,,農家・農場・農民合作社などの農村社会構成員の信用ファイルを構築するプロジェクト。信用戸・信用村・信用郷（鎮）の創建活動を展開。,
SCS-0470,安全生産信用公告制度,Safe Production Credit Announcement System,mechanism,CN,"インセンティブ設計, ガバナンス",0,,安全生産分野での信用承諾と不良信用記録、失信行為懲戒制度。炭鉱、危険化学品、特種設備などの高リスク企業を重点対象とする。,
SCS-0471,品質信用ブラックリスト制度,Product Quality Blacklist System,mechanism,CN,インセンティブ設計,0,,製品品質に関する失信企業を登録・公開するリスト制度。食品、医薬品、日用消費財などを重点とし、市場禁入・退出制度と連動。,
SCS-0472,全国商品流通追跡体系,National Commodity Circulation Traceability System,data_system,CN,データフロー,0,,商品バーコード等を基礎とした全国的な商品流通追跡システム。生産から流通までのサプライチェーン全体を可視化。,
SCS-0474,認定事業者制度（AEO）,Authorized Economic Operator (AEO),mechanism,INTL,"インセンティブ設計, ガバナンス",0,,世界税関機構（WCO）が提唱するグローバル貿易の安全確保と円滑化のための制度。法令遵守、信頼性、安全性を満たす企業に対し税関が通関便宜を提供。製造者、輸入者、輸出者、通関業者、運送業者、倉庫業者等が対,
SCS-0475,中国税関信用制度,China Customs Credit System,mechanism,CN,"データフロー, インセンティブ設計, ガバナンス",0,,中国税関による企業の分類管理アプローチ。信用格付けの高い企業（AEO認定企業）には、グリーンチャネル、検査削減、手続き簡素化、意思決定優先、改革パイロット優先などの便益を提供。,
